OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0000011,2021-04-11,CUST005346,"Rohit Reddy",P00046,"Car Charger",Books,HomeEase,1,141.42,0.05,6.72,9.70,150.77,"Amazon Pay",Delivered,Jacksonville,FL,Australia,SELL01217
ORD0000012,2023-05-23,CUST046088,"Karan Kumar",P00042,"Projector Mini","Home & Kitchen",KiddoFun,5,346.56,0.05,131.69,13.38,1791.23,"Credit Card",Shipped,Charlotte,NC,Australia,SELL01160
ORD0000013,2020-11-26,CUST026576,"Simran Kapoor",P00018,"Vacuum Cleaner","Home & Kitchen",Zenith,4,496.76,0.05,94.38,4.43,1986.50,UPI,Delivered,"New York",NY,"United States",SELL00719
ORD0000014,2024-01-22,CUST006051,"Pooja Sharma",P00040,Microphone,"Home & Kitchen",Apex,3,523.27,0.00,188.38,8.04,1766.23,"Debit Card",Shipped,Seattle,WA,"United States",SELL00672
ORD0000015,2020-03-28,CUST025111,"Mohit Mehta",P00035,"Desk Plant",Books,HomeEase,4,291.37,0.10,52.45,1.76,1103.14,"Net Banking",Delivered,Indianapolis,IN,"United States",SELL01541
ORD0000016,2023-10-28,CUST040957,"Anjali Gupta",P00028,Jeans,"Sports & Outdoors",HomeEase,4,533.12,0.25,79.97,2.58,1681.91,"Amazon Pay",Delivered,Jacksonville,FL,"United States",SELL00437
ORD0000017,2023-01-28,CUST000735,"Arjun Kumar",P00025,"Running Shoes","Home & Kitchen",Zenith,4,453.47,0.10,0.00,4.39,1636.88,"Amazon Pay",Delivered,Philadelphia,PA,"United States",SELL01971
ORD0000018,2022-05-21,CUST038237,"Anjali Verma",P00039,"Graphic Tablet","Toys & Games",KiddoFun,5,547.58,0.00,0.00,10.06,2747.96,"Amazon Pay",Delivered,Seattle,WA,"United States",SELL00132
ORD0000019,2024-08-14,CUST040211,"Aditya Mehta",P00033,"Puzzle 1000pc",Electronics,ReadMore,5,529.19,0.00,317.51,4.57,2968.03,"Amazon Pay",Returned,Phoenix,AZ,"United States",SELL01907
ORD0000020,2020-05-10,CUST046893,"Vihaan Patel",P00040,Microphone,"Sports & Outdoors",HomeEase,3,303.53,0.00,72.85,4.18,987.62,UPI,Delivered,"San Diego",CA,"United States",SELL00881
ORD0000021,2024-08-12,CUST041508,"Vikas Kapoor",P00028,Jeans,"Toys & Games",Apex,1,226.26,0.00,11.31,9.55,247.12,"Credit Card",Delivered,"Fort Worth",TX,"United States",SELL01947
ORD0000022,2023-08-25,CUST048817,"Pooja Sharma",P00010,Smartwatch,Books,ReadMore,4,493.47,0.00,98.69,11.80,2084.37,"Credit Card",Delivered,Chicago,IL,Australia,SELL01672
ORD0000023,2022-02-08,CUST048828,"Simran Reddy",P00003,"Smartphone Case","Toys & Games",Apex,5,452.12,0.00,113.03,9.62,2383.25,"Debit Card",Delivered,Phoenix,AZ,Canada,SELL01102
ORD0000024,2020-12-09,CUST033080,"Vihaan Mehta",P00021,Backpack,Electronics,ReadMore,3,107.95,0.10,0.00,8.29,299.76,"Net Banking",Delivered,Dallas,TX,"United States",SELL01507
ORD0000025,2024-02-24,CUST041929,"Aditya Reddy",P00008,"4K Monitor","Toys & Games",KiddoFun,1,16.68,0.15,1.13,2.39,17.70,"Credit Card",Delivered,Jacksonville,FL,"United States",SELL01553
ORD0000026,2023-12-08,CUST035043,"Priya Kapoor",P00030,"Dress Shirt",Clothing,Apex,4,380.23,0.20,60.84,9.28,1286.86,"Amazon Pay",Pending,Columbus,OH,Canada,SELL00342
ORD0000027,2022-03-16,CUST043777,"Vikas Kapoor",P00036,"Smart Light Bulb","Toys & Games",UrbanStyle,3,569.69,0.25,153.82,14.27,1449.89,"Credit Card",Delivered,"San Francisco",CA,"United States",SELL01129
ORD0000028,2021-01-20,CUST037985,"Rohit Verma",P00019,"LED Desk Lamp",Books,HomeEase,3,138.33,0.00,49.80,3.37,468.16,"Debit Card",Delivered,"San Antonio",TX,"United Kingdom",SELL01796
ORD0000029,2023-04-30,CUST000721,"Vivaan Kumar",P00036,"Smart Light Bulb",Electronics,Zenith,3,381.45,0.00,205.98,8.99,1359.32,"Credit Card",Delivered,Denver,CO,"United States",SELL01715
ORD0000030,2022-08-13,CUST008013,"Priya Verma",P00045,"Phone Tripod","Toys & Games",ReadMore,5,199.99,0.00,179.99,5.19,1185.13,UPI,Delivered,Phoenix,AZ,"United States",SELL00874
ORD0000031,2020-10-03,CUST018693,"Sneha Verma",P00046,"Car Charger",Books,Apex,2,269.80,0.00,97.13,1.49,638.22,"Debit Card",Delivered,Charlotte,NC,"United Kingdom",SELL01318
ORD0000032,2023-03-30,CUST044089,"Sunita Gupta",P00006,"Gaming Mouse","Sports & Outdoors",FitLife,4,126.50,0.10,22.77,7.01,485.18,"Credit Card",Shipped,Houston,TX,India,SELL00384
ORD0000033,2021-04-04,CUST011946,"Simran Patel",P00047,"Memory Card 128GB",Electronics,CoreTech,2,151.95,0.05,14.44,3.50,306.64,"Credit Card",Delivered,Washington,DC,"United States",SELL01798
ORD0000034,2023-08-30,CUST049225,"Mohit Patel",P00046,"Car Charger",Clothing,HomeEase,1,218.74,0.00,10.94,12.22,241.90,"Credit Card",Delivered,Austin,TX,"United States",SELL00219
ORD0000035,2020-01-22,CUST048518,"Vikas Kumar",P00021,Backpack,"Sports & Outdoors",BrightLux,5,294.80,0.10,159.19,4.08,1489.87,"Credit Card",Shipped,"Fort Worth",TX,"United States",SELL01619
ORD0000036,2020-09-09,CUST047957,"Pooja Verma",P00033,"Puzzle 1000pc",Books,BrightLux,1,357.76,0.25,0.00,6.76,275.08,"Amazon Pay",Delivered,Columbus,OH,"United Kingdom",SELL01592
ORD0000037,2022-01-17,CUST043577,"Kabir Singh",P00032,"Board Game",Electronics,CoreTech,5,448.89,0.00,179.56,3.30,2427.31,"Credit Card",Delivered,Phoenix,AZ,"United States",SELL00755
ORD0000038,2022-05-06,CUST029566,"Sahil Kumar",P00015,"Instant Pot",Electronics,ReadMore,4,300.89,0.00,144.43,0.43,1348.42,"Credit Card",Delivered,"Fort Worth",TX,"United States",SELL01262
ORD0000039,2024-05-03,CUST004199,"Mohit Joshi",P00040,Microphone,"Home & Kitchen",FitLife,5,512.88,0.25,96.17,11.33,2030.80,"Amazon Pay",Delivered,"San Antonio",TX,"United Kingdom",SELL00566
ORD0000040,2021-04-19,CUST042096,"Sunita Gupta",P00010,Smartwatch,Books,HomeEase,2,81.82,0.10,7.36,4.47,159.11,"Credit Card",Delivered,Jacksonville,FL,"United States",SELL01049
ORD0000041,2022-12-18,CUST017203,"Sahil Kumar",P00035,"Desk Plant","Sports & Outdoors",Zenith,3,215.90,0.00,77.72,8.45,733.87,UPI,Delivered,Chicago,IL,"United States",SELL00369
ORD0000042,2021-05-25,CUST046853,"Anjali Sharma",P00022,"Water Bottle",Books,HomeEase,5,574.28,0.10,129.21,2.23,2715.70,"Debit Card",Delivered,"San Antonio",TX,"United States",SELL01983
ORD0000043,2024-09-01,CUST020850,"Sneha Sharma",P00031,"Kids Toy Car","Home & Kitchen",FitLife,4,109.59,0.00,35.07,7.59,481.02,"Amazon Pay",Delivered,"San Diego",CA,India,SELL00959
ORD0000044,2024-02-08,CUST039744,"Anjali Mehta",P00025,"Running Shoes","Toys & Games",HomeEase,3,88.46,0.15,40.60,2.73,268.90,"Credit Card",Cancelled,"San Antonio",TX,"United States",SELL00076
ORD0000045,2021-11-30,CUST017434,"Pooja Verma",P00035,"Desk Plant",Electronics,Apex,4,395.64,0.05,120.27,3.89,1627.59,"Debit Card",Delivered,Houston,TX,"United States",SELL00898
ORD0000046,2022-09-02,CUST045893,"Rohit Kapoor",P00009,"Portable SSD 1TB","Toys & Games",HomeEase,2,449.14,0.05,0.00,5.62,858.99,"Debit Card",Delivered,"New York",NY,"United States",SELL00181
ORD0000047,2024-12-11,CUST033696,"Anjali Kumar",P00039,"Graphic Tablet",Electronics,CoreTech,4,121.45,0.00,0.00,3.75,489.55,UPI,Delivered,Austin,TX,"United States",SELL01805
ORD0000048,2020-07-08,CUST032008,"Neha Mehta",P00030,"Dress Shirt","Toys & Games",FitLife,2,140.89,0.05,21.42,0.48,289.59,"Debit Card",Delivered,"San Diego",CA,Australia,SELL00438
ORD0000049,2022-08-15,CUST011785,"Simran Singh",P00014,"Drone Mini",Books,ReadMore,3,249.84,0.20,47.97,3.26,650.85,"Debit Card",Delivered,"San Antonio",TX,Australia,SELL01660
ORD0000050,2021-11-17,CUST001846,"Pooja Singh",P00012,"Noise Cancelling Headphones",Books,KiddoFun,3,482.37,0.15,61.50,8.73,1300.27,"Net Banking",Delivered,"San Jose",CA,India,SELL01908
ORD0000051,2022-08-15,CUST048348,"Sneha Reddy",P00047,"Memory Card 128GB",Books,FitLife,3,244.83,0.25,0.00,8.07,558.94,"Cash on Delivery",Delivered,"San Jose",CA,Australia,SELL00078
ORD0000052,2021-07-16,CUST027076,"Sahil Gupta",P00039,"Graphic Tablet",Electronics,UrbanStyle,4,353.85,0.05,67.23,6.09,1417.95,"Debit Card",Delivered,Columbus,OH,"United States",SELL00659
ORD0000053,2024-05-09,CUST012995,"Ritika Mehta",P00050,"Novel Bestseller",Electronics,NexPro,3,324.76,0.30,34.10,0.75,716.85,"Debit Card",Shipped,Seattle,WA,"United States",SELL00962
ORD0000054,2023-06-21,CUST030633,"Ritika Mehta",P00049,"Children's Book","Sports & Outdoors",FitLife,1,491.78,0.10,53.11,5.14,500.85,"Amazon Pay",Delivered,Charlotte,NC,India,SELL01002
ORD0000055,2022-04-11,CUST013482,"Vikas Kumar",P00044,"Power Bank 20000mAh",Electronics,NexPro,4,549.22,0.05,104.35,8.22,2199.61,UPI,Delivered,Chicago,IL,"United States",SELL01805
ORD0000056,2024-03-08,CUST030091,"Arjun Reddy",P00044,"Power Bank 20000mAh","Home & Kitchen",Apex,4,364.08,0.25,131.07,12.95,1236.26,"Credit Card",Pending,Chicago,IL,"United States",SELL01113
ORD0000057,2023-02-28,CUST031856,"Neha Verma",P00022,"Water Bottle","Sports & Outdoors",HomeEase,2,509.59,0.00,183.45,3.79,1206.42,"Credit Card",Shipped,"San Jose",CA,"United States",SELL00723
ORD0000058,2024-02-17,CUST040925,"Vivaan Verma",P00005,"Laptop Sleeve",Clothing,UrbanStyle,5,182.55,0.00,45.64,12.08,970.47,UPI,Delivered,"San Diego",CA,Canada,SELL01920
ORD0000059,2021-10-08,CUST031615,"Arjun Singh",P00016,"Air Fryer","Toys & Games",Apex,3,184.70,0.30,46.54,7.98,442.39,"Debit Card",Delivered,Dallas,TX,"United States",SELL00280
ORD0000060,2020-01-21,CUST018312,"Karan Kapoor",P00027,"Winter Jacket",Electronics,NexPro,2,439.80,0.00,43.98,7.55,931.13,"Amazon Pay",Delivered,Jacksonville,FL,India,SELL00446
ORD0000061,2022-04-20,CUST017070,"Aditya Mehta",P00037,Router,Books,BrightLux,4,593.02,0.05,405.63,9.18,2668.29,UPI,Shipped,Austin,TX,India,SELL00106
ORD0000062,2020-06-15,CUST026591,"Sunita Kapoor",P00025,"Running Shoes","Home & Kitchen",ReadMore,3,131.36,0.00,70.93,7.25,472.26,UPI,Delivered,Charlotte,NC,Canada,SELL00247
ORD0000063,2023-07-21,CUST006724,"Simran Reddy",P00004,"USB-C Charger","Toys & Games",HomeEase,3,71.26,0.10,23.09,11.28,226.77,"Credit Card",Returned,"Fort Worth",TX,"United States",SELL00011
ORD0000064,2021-01-22,CUST026258,"Pooja Reddy",P00037,Router,Books,CoreTech,5,107.11,0.05,25.44,12.92,547.13,UPI,Delivered,Chicago,IL,"United States",SELL01006
ORD0000065,2021-08-23,CUST000139,"Aarav Verma",P00039,"Graphic Tablet","Toys & Games",Zenith,5,417.28,0.15,88.67,9.65,1871.76,"Amazon Pay",Returned,"Los Angeles",CA,India,SELL01242
ORD0000066,2020-11-11,CUST038107,"Sahil Gupta",P00037,Router,Books,FitLife,2,559.03,0.10,50.31,11.62,1068.18,"Amazon Pay",Delivered,Indianapolis,IN,"United States",SELL01704
ORD0000067,2020-01-14,CUST015763,"Anjali Verma",P00046,"Car Charger","Home & Kitchen",BrightLux,4,203.84,0.10,36.69,13.68,784.19,"Net Banking",Delivered,Charlotte,NC,India,SELL01548
ORD0000068,2020-08-29,CUST041458,"Priya Mehta",P00008,"4K Monitor",Clothing,Zenith,4,129.90,0.05,59.23,9.13,561.98,"Net Banking",Delivered,Indianapolis,IN,"United States",SELL00532
ORD0000069,2022-02-15,CUST033817,"Mohit Joshi",P00050,"Novel Bestseller",Books,NexPro,5,105.16,0.00,26.29,13.29,565.38,UPI,Delivered,Columbus,OH,"United States",SELL01811
ORD0000070,2023-10-01,CUST041366,"Aarav Gupta",P00041,"Webcam Full HD",Electronics,BrightLux,1,82.79,0.00,6.62,8.76,98.17,"Debit Card",Delivered,Denver,CO,"United States",SELL01501
ORD0000071,2021-07-18,CUST005372,"Aman Singh",P00022,"Water Bottle","Sports & Outdoors",Zenith,4,433.70,0.15,176.95,10.58,1662.11,"Debit Card",Delivered,"San Jose",CA,"United States",SELL01168
ORD0000072,2022-06-16,CUST018135,"Aman Verma",P00011,"Fitness Band","Home & Kitchen",Zenith,3,137.10,0.00,32.90,12.88,457.08,"Amazon Pay",Shipped,Jacksonville,FL,"United States",SELL01780
ORD0000073,2023-09-25,CUST043454,"Priya Reddy",P00027,"Winter Jacket","Toys & Games",CoreTech,5,582.66,0.00,233.06,14.07,3160.43,UPI,Shipped,Dallas,TX,"United States",SELL00749
ORD0000074,2020-04-01,CUST007050,"Kabir Kumar",P00039,"Graphic Tablet","Home & Kitchen",CoreTech,2,522.56,0.00,83.61,0.43,1129.16,"Credit Card",Shipped,Indianapolis,IN,"United States",SELL00221
ORD0000075,2023-10-22,CUST027444,"Arjun Patel",P00010,Smartwatch,"Sports & Outdoors",NexPro,2,354.18,0.05,80.75,2.49,756.18,"Credit Card",Shipped,Houston,TX,"United States",SELL01964
ORD0000076,2022-08-13,CUST042061,"Mohit Reddy",P00010,Smartwatch,Clothing,CoreTech,4,437.47,0.00,314.98,8.82,2073.68,"Credit Card",Shipped,Philadelphia,PA,Canada,SELL01119
ORD0000077,2024-01-18,CUST016864,"Aman Sharma",P00026,Sunglasses,"Toys & Games",NexPro,1,392.71,0.10,42.41,7.82,403.67,"Debit Card",Delivered,"San Jose",CA,"United States",SELL00376
ORD0000078,2023-12-22,CUST028956,"Kabir Patel",P00011,"Fitness Band",Electronics,ReadMore,1,592.91,0.05,28.16,6.83,598.25,"Cash on Delivery",Delivered,Dallas,TX,"United States",SELL00112
ORD0000079,2021-05-23,CUST001710,"Neha Sharma",P00009,"Portable SSD 1TB","Home & Kitchen",CoreTech,2,76.97,0.00,7.70,4.91,166.55,"Debit Card",Delivered,Chicago,IL,Australia,SELL00917
ORD0000080,2022-02-14,CUST023701,"Vihaan Patel",P00007,"Mechanical Keyboard",Electronics,CoreTech,1,534.31,0.10,57.71,14.47,553.06,"Amazon Pay",Shipped,"San Francisco",CA,India,SELL01174
ORD0000081,2020-02-04,CUST005263,"Priya Kumar",P00010,Smartwatch,"Toys & Games",BrightLux,2,402.77,0.05,38.26,13.08,816.60,UPI,Delivered,Austin,TX,India,SELL00371
ORD0000082,2020-07-24,CUST014979,"Vivaan Kumar",P00030,"Dress Shirt","Home & Kitchen",ReadMore,3,335.10,0.10,72.38,4.24,981.39,"Amazon Pay",Shipped,Chicago,IL,"United States",SELL00077
ORD0000083,2023-01-09,CUST038225,"Ritika Verma",P00016,"Air Fryer",Books,UrbanStyle,3,258.13,0.05,132.42,7.69,875.78,UPI,Delivered,Austin,TX,"United States",SELL01872
ORD0000084,2024-05-04,CUST028769,"Aditya Joshi",P00040,Microphone,"Sports & Outdoors",KiddoFun,1,594.67,0.15,40.44,7.22,553.13,"Debit Card",Delivered,"Fort Worth",TX,"United States",SELL00198
ORD0000085,2023-11-12,CUST049605,"Aditya Reddy",P00036,"Smart Light Bulb",Electronics,HomeEase,4,494.13,0.05,225.32,7.18,2110.19,"Credit Card",Delivered,Austin,TX,"United States",SELL00087
ORD0000086,2022-10-22,CUST015624,"Arjun Singh",P00017,"Electric Kettle","Sports & Outdoors",KiddoFun,4,15.47,0.05,10.58,3.91,73.28,"Credit Card",Shipped,Houston,TX,"United States",SELL01618
ORD0000087,2022-10-18,CUST026490,"Neha Reddy",P00017,"Electric Kettle","Sports & Outdoors",UrbanStyle,4,28.59,0.00,20.58,13.02,147.96,"Credit Card",Delivered,"Los Angeles",CA,"United States",SELL01735
ORD0000088,2023-11-14,CUST001370,"Mohit Gupta",P00023,"Cookware Set",Electronics,HomeEase,5,456.58,0.15,155.24,7.48,2103.18,"Amazon Pay",Delivered,Philadelphia,PA,Canada,SELL01951
ORD0000089,2021-07-19,CUST043394,"Aman Kapoor",P00029,T-Shirt,Books,Zenith,3,324.31,0.20,62.27,4.63,845.24,"Debit Card",Delivered,Denver,CO,"United States",SELL00041
ORD0000090,2023-02-03,CUST039077,"Karan Kumar",P00015,"Instant Pot",Books,ReadMore,5,342.26,0.20,109.52,7.29,1485.85,"Credit Card",Pending,"Fort Worth",TX,"United States",SELL00271
ORD0000091,2024-11-30,CUST007564,"Sahil Kumar",P00016,"Air Fryer",Clothing,NexPro,5,201.16,0.20,64.37,9.38,878.39,UPI,Delivered,Denver,CO,"United States",SELL00155
ORD0000092,2024-02-09,CUST033299,"Priya Mehta",P00045,"Phone Tripod","Sports & Outdoors",ReadMore,4,555.99,0.05,253.53,1.26,2367.55,"Net Banking",Cancelled,Dallas,TX,"United States",SELL01704
ORD0000093,2021-12-03,CUST039707,"Vikas Joshi",P00022,"Water Bottle","Home & Kitchen",UrbanStyle,5,138.56,0.20,27.71,7.71,589.66,UPI,Shipped,"San Francisco",CA,"United States",SELL00861
ORD0000094,2021-02-05,CUST043458,"Aman Joshi",P00048,"Wireless Charger",Clothing,HomeEase,4,409.78,0.00,295.04,14.29,1948.45,UPI,Shipped,Dallas,TX,"United States",SELL00572
ORD0000095,2021-12-30,CUST001552,"Vihaan Kumar",P00045,"Phone Tripod",Electronics,KiddoFun,4,42.31,0.10,12.19,1.28,165.79,"Amazon Pay",Delivered,Chicago,IL,"United States",SELL01732
ORD0000096,2024-04-28,CUST039426,"Sneha Verma",P00043,"HDMI Cable 2m",Electronics,NexPro,1,170.88,0.20,16.40,7.60,160.70,"Credit Card",Delivered,Charlotte,NC,"United States",SELL01461
ORD0000097,2020-06-10,CUST049557,"Anjali Sharma",P00048,"Wireless Charger",Books,NexPro,3,548.17,0.05,0.00,2.63,1564.91,UPI,Delivered,"Fort Worth",TX,"United States",SELL00108
ORD0000098,2020-07-20,CUST033386,"Ritika Reddy",P00036,"Smart Light Bulb",Electronics,CoreTech,4,260.91,0.00,83.49,2.86,1129.99,UPI,Returned,"San Francisco",CA,"United States",SELL01544
ORD0000099,2022-09-22,CUST018449,"Sneha Kapoor",P00028,Jeans,Books,CoreTech,5,384.56,0.15,130.75,12.62,1777.75,UPI,Delivered,Chicago,IL,"United States",SELL00992
ORD0000100,2020-09-26,CUST012492,"Sneha Sharma",P00023,"Cookware Set",Electronics,Apex,1,206.20,0.00,16.50,9.08,231.78,"Credit Card",Delivered,Phoenix,AZ,India,SELL00337
ORD0000101,2022-03-26,CUST015367,"Aditya Sharma",P00018,"Vacuum Cleaner","Sports & Outdoors",ReadMore,4,369.47,0.25,199.51,4.56,1312.48,"Credit Card",Delivered,Philadelphia,PA,"United States",SELL01672
ORD0000102,2023-07-18,CUST009929,"Sneha Verma",P00014,"Drone Mini",Books,FitLife,1,29.37,0.00,1.47,5.45,36.29,"Credit Card",Delivered,"New York",NY,"United States",SELL00848
ORD0000103,2021-03-31,CUST030254,"Vivaan Patel",P00045,"Phone Tripod","Home & Kitchen",Apex,2,159.82,0.05,15.18,2.55,321.39,"Debit Card",Delivered,"San Diego",CA,"United States",SELL00127
ORD0000104,2024-01-25,CUST041994,"Aditya Reddy",P00031,"Kids Toy Car","Toys & Games",CoreTech,4,548.39,0.00,109.68,12.26,2315.50,UPI,Delivered,Indianapolis,IN,"United States",SELL00607
ORD0000105,2024-10-16,CUST034561,"Sneha Gupta",P00033,"Puzzle 1000pc",Electronics,HomeEase,3,99.05,0.05,33.88,0.71,316.88,"Credit Card",Delivered,Austin,TX,"United States",SELL01742
ORD0000106,2023-06-29,CUST028297,"Neha Kumar",P00017,"Electric Kettle","Toys & Games",BrightLux,1,113.27,0.05,5.38,0.22,113.21,UPI,Delivered,Austin,TX,"United States",SELL00553
ORD0000107,2022-10-13,CUST002237,"Sahil Singh",P00036,"Smart Light Bulb","Sports & Outdoors",UrbanStyle,3,297.26,0.05,101.66,5.24,954.09,"Credit Card",Pending,Indianapolis,IN,"United States",SELL00371
ORD0000108,2024-09-21,CUST007600,"Ritika Kapoor",P00034,"Desk Organizer",Clothing,HomeEase,1,483.50,0.00,38.68,4.62,526.80,"Debit Card",Delivered,"Los Angeles",CA,"United States",SELL01189
ORD0000109,2020-10-22,CUST010526,"Neha Kumar",P00005,"Laptop Sleeve","Sports & Outdoors",HomeEase,3,127.42,0.15,16.25,1.88,343.05,"Debit Card",Delivered,Dallas,TX,"United States",SELL01545
ORD0000110,2024-10-14,CUST024904,"Neha Mehta",P00023,"Cookware Set","Sports & Outdoors",HomeEase,5,520.69,0.00,130.17,9.98,2743.60,"Net Banking",Delivered,Phoenix,AZ,India,SELL00617
ORD0000111,2021-12-20,CUST033463,"Rohit Verma",P00029,T-Shirt,Clothing,BrightLux,5,61.48,0.00,55.33,2.64,365.37,"Amazon Pay",Delivered,"San Antonio",TX,"United States",SELL01848
ORD0000112,2024-11-07,CUST015883,"Vihaan Mehta",P00022,"Water Bottle",Books,KiddoFun,5,314.00,0.00,282.60,8.14,1860.74,"Debit Card",Delivered,"San Francisco",CA,"United States",SELL01322
ORD0000113,2020-12-03,CUST035697,"Vikas Mehta",P00024,"Yoga Mat","Sports & Outdoors",UrbanStyle,4,189.70,0.25,28.46,13.20,610.76,"Amazon Pay",Cancelled,Austin,TX,"United States",SELL00915
ORD0000114,2022-05-28,CUST010676,"Karan Joshi",P00036,"Smart Light Bulb",Clothing,HomeEase,2,103.29,0.20,0.00,0.55,165.81,"Amazon Pay",Shipped,"San Antonio",TX,"United States",SELL01203
ORD0000115,2022-12-12,CUST037855,"Vivaan Verma",P00012,"Noise Cancelling Headphones","Home & Kitchen",UrbanStyle,3,167.08,0.00,40.10,7.29,548.63,"Amazon Pay",Delivered,"Los Angeles",CA,"United States",SELL01649
ORD0000116,2022-03-02,CUST013803,"Vivaan Mehta",P00021,Backpack,"Sports & Outdoors",KiddoFun,4,468.57,0.25,70.29,14.63,1490.63,"Debit Card",Shipped,"Los Angeles",CA,"United States",SELL01188
ORD0000117,2020-08-04,CUST041291,"Anjali Verma",P00042,"Projector Mini",Clothing,HomeEase,2,25.31,0.00,0.00,14.69,65.31,"Debit Card",Shipped,"Fort Worth",TX,"United States",SELL01963
ORD0000118,2022-02-02,CUST025351,"Sneha Kumar",P00006,"Gaming Mouse","Sports & Outdoors",KiddoFun,2,590.96,0.05,134.74,5.50,1263.06,"Credit Card",Delivered,Denver,CO,"United States",SELL00011
ORD0000119,2020-07-06,CUST023478,"Rohit Reddy",P00009,"Portable SSD 1TB","Home & Kitchen",FitLife,2,433.24,0.05,98.78,10.23,932.17,"Cash on Delivery",Shipped,Philadelphia,PA,"United States",SELL01044
ORD0000120,2021-01-14,CUST029783,"Simran Singh",P00050,"Novel Bestseller",Books,CoreTech,4,187.75,0.05,128.42,9.52,851.39,"Credit Card",Delivered,"San Francisco",CA,"United States",SELL01527
ORD0000121,2021-05-07,CUST001056,"Karan Singh",P00017,"Electric Kettle","Toys & Games",Zenith,5,230.99,0.15,117.80,10.69,1110.20,UPI,Delivered,Columbus,OH,"United States",SELL01639
ORD0000122,2022-11-30,CUST026942,"Pooja Joshi",P00008,"4K Monitor","Sports & Outdoors",Zenith,5,246.13,0.10,0.00,9.69,1117.28,"Amazon Pay",Shipped,Austin,TX,Canada,SELL00632
ORD0000123,2023-03-26,CUST027791,"Sneha Verma",P00050,"Novel Bestseller","Home & Kitchen",ReadMore,1,18.66,0.00,0.93,5.03,24.62,"Amazon Pay",Delivered,"San Francisco",CA,"United States",SELL00745
ORD0000124,2020-01-15,CUST019410,"Simran Reddy",P00043,"HDMI Cable 2m",Clothing,HomeEase,2,48.99,0.25,3.67,1.59,78.74,"Amazon Pay",Delivered,"San Jose",CA,"United States",SELL00146
ORD0000125,2020-03-05,CUST009308,"Vihaan Sharma",P00021,Backpack,"Sports & Outdoors",HomeEase,5,200.05,0.05,114.03,2.34,1066.61,"Credit Card",Delivered,Houston,TX,"United Kingdom",SELL00770
ORD0000126,2021-06-04,CUST004285,"Sahil Sharma",P00008,"4K Monitor",Electronics,Apex,4,149.47,0.00,71.75,10.48,680.11,UPI,Delivered,Houston,TX,"United States",SELL01530
ORD0000127,2023-09-29,CUST037966,"Aditya Kumar",P00027,"Winter Jacket","Sports & Outdoors",CoreTech,3,460.51,0.05,157.49,3.17,1473.11,"Credit Card",Delivered,Charlotte,NC,"United States",SELL01372
